ナンバーズ３４,データダウンロードサービス,http://toe.jp/numbers34/,,,,,,,,,,
回別,抽選日,当せん番号,ストレート口数,ストレート金額,ボックス口数,ボックス金額,セットストレート口数,セットストレート金額,セットボックス口数,セットボックス金額,ミニ口数,ミニ金額
第2343回,05/21(水),950,76,"131,000",339,"21,800",147,"76,400",833,"10,900",311,"13,100"
第2342回,05/20(火),874,117,"77,800",554,"12,900",265,"45,300","1,237","6,400",525,"7,700"
第2341回,05/19(月),728,176,"70,400",799,"11,700",420,"41,000","1,477","5,800",705,"7,000"
第2340回,05/16(金),119,144,"86,300",290,"28,700",260,"57,500",323,"14,300",665,"8,600"
第2339回,05/15(木),302,96,"117,300",399,"19,500",185,"68,400",879,"9,700",333,"11,700"
第2338回,05/14(水),357,178,"66,100",700,"11,000",317,"38,500","1,377","5,500",434,"6,600"
第2337回,05/13(火),907,131,"101,500",394,"16,900",192,"59,200",738,"8,400",404,"10,100"
第2336回,05/12(月),970,71,"170,100",429,"28,300",123,"99,200",888,"14,100",343,"17,000"
第2335回,05/09(金),655,126,"89,200",274,"29,700",195,"59,400",335,"14,800","1,221","8,900"
第2334回,05/08(木),276,83,"91,400",654,"15,200",217,"53,300","1,423","7,600",386,"9,100"
第2333回,05/07(水),46,113,"115,500",379,"19,200",127,"67,300",744,"9,600",455,"11,500"
第2332回,05/06(火),627,211,"52,400",765,"8,700",410,"30,500","1,529","4,300",549,"5,200"
第2331回,05/05(月),779,88,"135,300",238,"45,100",160,"90,200",258,"22,500",502,"13,500"
第2330回,05/02(金),751,98,"76,200",997,"12,700",246,"44,400","2,144","6,300",507,"7,600"
第2329回,05/01(木),162,103,"91,100",695,"15,100",194,"53,100","1,511","7,500",409,"9,100"
第2328回,04/30(水),724,214,"58,100",841,"9,600",375,"33,800","1,584","4,800",733,"5,800"
第2327回,04/29(火),212,111,"100,400",276,"33,400",133,"66,900",388,"16,700",386,"10,000"
第2326回,04/28(月),670,121,"127,500",513,"21,200",228,"74,300",959,"10,600",310,"12,700"
第2325回,04/25(金),117,190,"71,200",346,"23,700",368,"47,400",445,"11,800",471,"7,100"
第2324回,04/24(木),774,155,"92,700",231,"30,900",191,"61,800",282,"15,400",581,"9,200"
第2323回,04/23(水),621,134,"73,500",693,"12,200",298,"42,800","1,423","6,100",472,"7,300"
第2322回,04/22(火),679,185,"75,000",477,"12,500",328,"43,700",913,"6,200",493,"7,500"
第2321回,04/21(月),668,108,"132,900",244,"44,300",178,"88,600",315,"22,100",656,"13,200"
第2320回,04/18(金),617,131,"87,200",497,"14,500",299,"50,800",961,"7,200",468,"8,700"
第2319回,04/17(木),237,109,"84,300",645,"14,000",220,"49,100","1,295","7,000",613,"8,400"
第2318回,04/16(水),230,91,"115,900",430,"19,300",159,"67,600",949,"9,600",484,"11,500"
第2317回,04/15(火),165,133,"94,000",502,"15,600",211,"54,800","1,080","7,800",542,"9,400"
第2316回,04/14(月),422,183,"86,600",366,"28,800",262,"57,700",369,"14,400",903,"8,600"
第2315回,04/11(金),946,139,"67,300",882,"11,200",325,"39,200","1,884","5,600",515,"6,700"
第2314回,04/10(木),499,108,"94,600",246,"31,500",185,"63,000",314,"15,700",759,"9,400"
第2313回,04/09(水),412,162,"69,800",581,"11,600",341,"40,700","1,258","5,800",457,"6,900"
第2312回,04/08(火),478,142,"64,600",561,"10,700",359,"37,600","1,175","5,300",815,"6,400"
第2311回,04/07(月),457,114,"114,700",603,"19,100",194,"66,900","1,068","9,500",540,"11,400"
第2310回,04/04(金),889,107,"101,500",282,"33,800",225,"67,600",363,"16,900",501,"10,100"
第2309回,04/03(木),279,106,"98,300",515,"16,300",214,"57,300","1,160","8,100",381,"9,800"
第2308回,04/02(水),601,85,"92,200",642,"15,300",234,"53,700","1,210","7,600",346,"9,200"
第2307回,04/01(火),401,341,"44,000",871,"7,300",561,"25,600","1,362","3,600",432,"4,400"
第2306回,03/31(月),909,196,"96,200",293,"32,000",246,"64,100",400,"16,000",570,"9,600"
第2305回,03/28(金),197,136,"80,700",665,"13,400",322,"47,000","1,307","6,700",389,"8,000"
第2304回,03/27(木),631,100,"91,800",690,"15,300",195,"53,500","1,440","7,600",471,"9,100"
第2303回,03/26(水),22,70,"143,600",185,"47,800",94,"95,700",347,"23,900",599,"14,300"
第2302回,03/25(火),849,80,"110,500",485,"18,400",165,"64,400","1,148","9,200",468,"11,000"
第2301回,03/24(月),48,124,"99,500",678,"16,500",231,"58,000","1,318","8,200",622,"9,900"
第2300回,03/21(金),411,125,"85,900",311,"28,600",226,"57,200",421,"14,300",914,"8,500"
第2299回,03/20(木),418,137,"65,400",588,"10,900",355,"38,100","1,129","5,400",582,"6,500"
第2298回,03/19(水),240,80,"89,800",693,"14,900",200,"52,300","1,523","7,400",292,"8,900"
第2297回,03/18(火),440,102,"104,400",270,"34,800",190,"69,600",385,"17,400",446,"10,400"
第2296回,03/17(月),281,149,"86,000","1,072","14,300",209,"50,100","1,914","7,100",785,"8,600"
第2295回,03/14(金),317,256,"55,900",689,"9,300",503,"32,600","1,263","4,600",641,"5,500"
第2294回,03/13(木),139,90,"95,200",698,"15,800",178,"55,500","1,437","7,900",567,"9,500"
第2293回,03/12(水),633,174,"81,300",281,"27,100",166,"54,200",408,"13,500","1,195","8,100"
第2292回,03/11(火),685,91,"101,500",620,"16,900",185,"59,200","1,286","8,400",435,"10,100"
第2291回,03/10(月),686,153,"106,500",351,"35,500",248,"71,000",391,"17,700",501,"10,600"
第2290回,03/07(金),842,80,"99,600",764,"16,600",166,"58,100","1,592","8,300",504,"9,900"
第2289回,03/06(木),858,63,"133,100",276,"44,300",125,"88,700",394,"22,100",493,"13,300"
第2288回,03/05(水),22,96,"111,200",264,"37,000",150,"74,100",434,"18,500",565,"11,100"
第2287回,03/04(火),199,73,"151,400",190,"50,400",85,"100,900",309,"25,200",551,"15,100"
第2286回,03/03(月),648,203,"83,200",885,"13,800",356,"48,500","1,466","6,900",545,"8,300"
第2285回,02/29(金),616,181,"91,100",265,"30,300",273,"60,700",368,"15,100",568,"9,100"
第2284回,02/28(木),956,115,"87,800",620,"14,600",259,"51,200","1,287","7,300",672,"8,700"
第2283回,02/27(水),348,135,"76,700",652,"12,700",301,"44,700","1,309","6,300",693,"7,600"
第2282回,02/26(火),472,83,"96,800",641,"16,100",209,"56,400","1,417","8,000",304,"9,600"
第2281回,02/25(月),128,242,"61,400","1,109","10,200",495,"35,800","1,984","5,100",834,"6,100"
第2280回,02/22(金),175,115,"77,800",866,"12,900",329,"45,300","1,692","6,400",453,"7,700"
第2279回,02/21(木),276,90,"96,000",589,"16,000",205,"56,000","1,180","8,000",767,"9,600"
第2278回,02/20(水),215,261,"57,200",755,"9,500",418,"33,300","1,299","4,700",690,"5,700"
第2277回,02/19(火),802,91,"100,200",550,"16,700",249,"58,400","1,088","8,300",376,"10,000"
第2276回,02/18(月),599,164,"122,500",266,"40,800",186,"81,600",341,"20,400",650,"12,200"
第2275回,02/15(金),435,98,"102,700",614,"17,100",175,"59,900","1,186","8,500","1,008","10,200"
第2274回,02/14(木),705,110,"97,800",437,"16,300",294,"57,000",773,"8,100",412,"9,700"
第2273回,02/13(水),569,106,"108,300",364,"18,000",200,"63,100",845,"9,000",481,"10,800"
第2272回,02/12(火),610,125,"88,600",460,"14,700",256,"51,600",902,"7,300",319,"8,800"
第2271回,02/11(月),14,109,"127,300",507,"21,200",173,"74,200",916,"10,600",426,"12,700"
第2270回,02/08(金),86,66,"130,000",536,"21,600",129,"75,800","1,110","10,800",504,"13,000"
第2269回,02/07(木),14,84,"114,500",490,"19,000",190,"66,700","1,031","9,500",362,"11,400"
第2268回,02/06(水),745,148,"82,600",585,"13,700",261,"48,100","1,028","6,800",517,"8,200"
第2267回,02/05(火),699,108,"104,500",252,"34,800",173,"69,600",361,"17,400",605,"10,400"
第2266回,02/04(月),122,217,"79,400",457,"26,400",269,"52,900",534,"13,200",873,"7,900"
第2265回,02/01(金),170,85,"122,600",533,"20,400",144,"71,500","1,160","10,200",460,"12,200"
第2264回,01/31(木),309,141,"96,000",436,"16,000",246,"56,000",925,"8,000",558,"9,600"
第2263回,01/30(水),514,147,"84,100",574,"14,000",296,"49,000","1,041","7,000",429,"8,400"
第2262回,01/29(火),488,78,"141,200",159,"47,000",129,"94,100",242,"23,500",540,"14,100"
第2261回,01/28(月),982,133,"87,100",990,"14,500",251,"50,800","1,902","7,200",581,"8,700"
第2260回,01/25(金),4,72,"160,800",200,"53,600",109,"107,200",315,"26,800",374,"16,000"
第2259回,01/24(木),18,70,"118,600",425,"19,700",135,"69,100",922,"9,800",692,"11,800"
第2258回,01/23(水),390,112,"91,600",574,"15,200",183,"53,400","1,312","7,600",381,"9,100"
第2257回,01/22(火),297,146,"78,200",616,"13,000",216,"45,600","1,360","6,500",820,"7,800"
第2256回,01/21(月),875,167,"84,600",960,"14,100",301,"49,300","1,582","7,000",550,"8,400"
第2255回,01/18(金),66,88,"120,500",230,"40,100",165,"80,300",363,"20,000",658,"12,000"
第2254回,01/17(木),810,124,"88,400",547,"14,700",294,"51,500",998,"7,300",448,"8,800"
第2253回,01/16(水),178,185,"73,200",578,"12,200",293,"42,700","1,213","6,100",622,"7,300"
第2252回,01/15(火),651,106,"81,700",626,"13,600",227,"47,600","1,411","6,800",893,"8,100"
第2251回,01/14(月),978,144,"79,500",864,"13,200",268,"46,300","1,553","6,600",913,"7,900"
第2250回,01/11(金),900,130,"113,900",217,"37,900",146,"75,900",283,"18,900",802,"11,300"
第2249回,01/10(木),972,104,"88,300",664,"14,700",230,"51,500","1,503","7,300",637,"8,800"
第2248回,01/09(水),443,228,"85,500",293,"28,500",184,"57,000",327,"14,200",568,"8,500"
第2247回,01/08(火),682,132,"80,800",790,"13,400",258,"47,100","1,504","6,700",425,"8,000"
第2246回,01/07(月),965,127,"115,000",689,"19,100",221,"67,000","1,385","9,500",519,"11,500"
第2245回,01/04(金),29,142,"91,400",774,"15,200",266,"53,300","1,470","7,600",909,"9,100"
第2244回,2007/12/28(金),182,175,"70,300","1,069","11,700",309,"41,000","2,085","5,800",707,"7,000"
第2243回,12/27(木),715,139,"75,000",726,"12,500",357,"43,700","1,490","6,200",689,"7,500"
第2242回,12/26(水),304,114,"108,000",428,"18,000",234,"63,000",897,"9,000",415,"10,800"
第2241回,12/25(火),294,142,"75,800",646,"12,600",327,"44,200","1,471","6,300",450,"7,500"
第2240回,12/24(月),768,108,"97,400",732,"16,200",246,"56,800","1,351","8,100",519,"9,700"
第2239回,12/21(金),958,101,"99,500",505,"16,500",211,"58,000","1,156","8,200",830,"9,900"
第2238回,12/20(木),538,188,"50,500","1,105","8,400",465,"29,400","2,206","4,200",840,"5,000"
第2237回,12/19(水),896,128,"87,500",557,"14,500",209,"51,000","1,169","7,200",740,"8,700"
第2236回,12/18(火),761,101,"100,700",486,"16,700",173,"58,700","1,191","8,300",489,"10,000"
第2235回,12/17(月),888,855,"61,200",0,0,0,0,0,0,"1,055","6,100"
第2234回,12/14(金),579,119,"105,400",527,"17,500",229,"61,400",913,"8,700",517,"10,500"
第2233回,12/13(木),33,122,"93,100",250,"31,000",156,"62,000",430,"15,500",891,"9,300"
第2232回,12/12(水),580,70,"107,900",507,"17,900",195,"62,900","1,049","8,900",573,"10,700"
第2231回,12/11(火),943,104,"99,400",458,"16,500",194,"57,900",963,"8,200",646,"9,900"
第2230回,12/10(月),839,155,"79,800",968,"13,300",298,"46,500","1,853","6,600",884,"7,900"
第2229回,12/08(土),306,107,"85,900",617,"14,300",339,"50,100","1,314","7,100",306,"8,500"
第2228回,12/07(金),426,176,"61,900",820,"10,300",387,"36,100","1,467","5,100",537,"6,100"
第2227回,12/06(木),515,170,"82,000",270,"27,300",250,"54,600",358,"13,600",483,"8,200"
第2226回,12/05(水),517,149,"70,000",646,"11,600",322,"40,800","1,263","5,800",575,"7,000"
第2225回,12/04(火),469,177,"79,500",788,"13,200",384,"46,300","1,458","6,600",546,"7,900"
第2224回,11/30(金),326,151,"68,600",725,"11,400",360,"40,000","1,368","5,700",869,"6,800"
第2223回,11/29(木),361,136,"72,500",718,"12,000",306,"42,200","1,482","6,000",532,"7,200"
第2222回,11/28(水),373,119,"91,000",297,"30,300",192,"60,600",430,"15,100",593,"9,100"
第2221回,11/27(火),395,80,"100,400",543,"16,700",199,"58,500","1,168","8,300",446,"10,000"
第2220回,11/26(月),781,90,"120,600",656,"20,100",190,"70,300","1,330","10,000",409,"12,000"
第2219回,11/23(金),601,100,"101,900",423,"16,900",194,"59,400",823,"8,400",415,"10,100"
第2218回,11/22(木),13,128,"88,400",530,"14,700",198,"51,500","1,179","7,300",737,"8,800"
第2217回,11/21(水),145,131,"79,100",588,"13,100",234,"46,100","1,397","6,500",587,"7,900"
第2216回,11/20(火),652,94,"99,700",616,"16,600",144,"58,100","1,276","8,300",410,"9,900"
第2215回,11/19(月),762,96,"119,400",671,"19,900",177,"69,600","1,205","9,900",528,"11,900"
第2214回,11/16(金),679,114,"98,500",475,"16,400",246,"57,400","1,081","8,200",483,"9,800"
第2213回,11/15(木),892,89,"98,100",570,"16,300",198,"57,200","1,181","8,100",576,"9,800"
第2212回,11/14(水),785,71,"111,500",544,"18,500",159,"65,000","1,047","9,200",442,"11,100"
第2211回,11/13(火),334,92,"115,200",225,"38,400",172,"76,800",321,"19,200",382,"11,500"
第2210回,11/12(月),638,313,"52,100","1,116","8,600",570,"30,300","1,703","4,300",880,"5,200"
第2209回,11/09(金),409,149,"80,600",531,"13,400",337,"47,000","1,079","6,700",474,"8,000"
第2208回,11/08(木),955,113,"80,400",394,"26,800",192,"53,600",473,"13,400","1,040","8,000"
第2207回,11/07(水),418,125,"86,400",531,"14,400",274,"50,400","1,112","7,200",399,"8,600"
第2206回,11/06(火),928,145,"74,000",565,"12,300",309,"43,100","1,370","6,100",569,"7,400"
第2205回,11/05(月),18,97,"124,200",598,"20,700",163,"72,400","1,071","10,300",693,"12,400"
第2204回,11/02(金),254,100,"97,800",581,"16,300",210,"57,000","1,231","8,100",522,"9,700"
第2203回,11/01(木),38,73,"117,800",438,"19,600",134,"68,700",924,"9,800",732,"11,700"
第2202回,10/31(水),675,109,"98,000",579,"16,300",189,"57,100","1,097","8,100",461,"9,800"
第2201回,10/30(火),79,114,"105,200",335,"17,500",188,"61,300",859,"8,700",486,"10,500"
第2200回,10/29(月),130,161,"95,800",685,"15,900",242,"55,800","1,156","7,900",587,"9,500"
第2199回,10/26(金),685,56,"108,100",571,"18,000",178,"63,000","1,186","9,000",526,"10,800"
第2198回,10/25(木),614,130,"84,600",572,"14,100",253,"49,300","1,065","7,000",617,"8,400"
第2197回,10/24(水),391,113,"90,400",560,"15,000",187,"52,700","1,204","7,500",436,"9,000"
第2196回,10/23(火),171,102,"104,700",304,"34,900",120,"69,800",488,"17,400",333,"10,400"
第2195回,10/22(月),604,111,"121,900",515,"20,300",213,"71,100",983,"10,100",521,"12,100"
第2194回,10/19(金),966,102,"102,400",269,"34,100",171,"68,200",380,"17,000",711,"10,200"
第2193回,10/18(木),832,115,"82,100",630,"13,600",229,"47,800","1,365","6,800",711,"8,200"
第2192回,10/17(水),757,112,"86,600",341,"28,800",202,"57,700",482,"14,400",645,"8,600"
第2191回,10/16(火),864,141,"83,900",654,"13,900",218,"48,900","1,161","6,900",370,"8,300"
第2190回,10/15(月),278,158,"79,800",802,"13,300",310,"46,500","1,318","6,600","1,190","7,900"
第2189回,10/12(金),561,85,"106,600",511,"17,700",190,"62,100","1,163","8,800",373,"10,600"
第2188回,10/11(木),785,93,"97,800",573,"16,300",175,"57,000","1,284","8,100",395,"9,700"
第2187回,10/10(水),884,97,"113,600",219,"37,800",172,"75,700",270,"18,900",402,"11,300"
第2186回,10/07(日),744,107,"123,800",191,"41,200",103,"82,500",251,"20,600",443,"12,300"
第2185回,10/06(土),525,184,"87,800",313,"29,200",241,"58,500",323,"14,600",678,"8,700"
第2184回,10/05(金),236,131,"72,800",751,"12,100",302,"42,400","1,459","6,000",679,"7,200"
第2183回,10/04(木),863,143,"66,800",778,"11,100",282,"38,900","1,831","5,500",530,"6,600"
第2182回,10/03(水),958,84,"113,800",380,"18,900",139,"66,300",801,"9,400",766,"11,300"
第2181回,10/02(火),809,82,"103,400",558,"17,200",193,"60,300","1,157","8,600",275,"10,300"
第2180回,10/01(月),644,98,"122,600",273,"40,800",178,"81,700",350,"20,400",735,"12,200"
第2179回,09/28(金),9,140,"105,400",237,"35,100",165,"70,200",339,"17,500",524,"10,500"
第2178回,09/27(木),842,102,"96,200",655,"16,000",138,"56,100","1,309","8,000",537,"9,600"
第2177回,09/26(水),691,80,"112,200",467,"18,700",180,"65,400","1,055","9,300",386,"11,200"
第2176回,09/25(火),762,86,"99,000",580,"16,500",172,"57,700","1,119","8,200",481,"9,900"
第2175回,09/24(月),938,109,"103,400",589,"17,200",191,"60,300","1,091","8,600",605,"10,300"
第2174回,09/21(金),461,97,"92,500",584,"15,400",238,"53,900","1,221","7,700",420,"9,200"
第2173回,09/20(木),145,110,"94,200",465,"15,700",189,"54,900","1,020","7,800",718,"9,400"
第2172回,09/19(水),673,79,"101,500",507,"16,900",179,"59,200","1,028","8,400",543,"10,100"
第2171回,09/18(火),233,98,"100,700",217,"33,500",120,"67,100",368,"16,700",971,"10,000"
第2170回,09/17(月),755,125,"92,000",373,"30,600",190,"61,300",427,"15,300",763,"9,200"
第2169回,09/14(金),618,151,"73,600",647,"12,200",352,"42,900","1,227","6,100",540,"7,300"
第2168回,09/13(木),169,88,"96,200",479,"16,000",207,"56,100","1,039","8,000",698,"9,600"
第2167回,09/12(水),198,136,"61,800",802,"10,300",349,"36,000","1,737","5,100",563,"6,100"
第2166回,09/11(火),92,72,"105,600",468,"17,600",188,"61,600","1,042","8,800",511,"10,500"
第2165回,09/10(月),400,214,"88,700",309,"29,500",261,"59,100",390,"14,700",770,"8,800"
第2164回,09/08(土),150,97,"118,100",473,"19,600",133,"68,800","1,070","9,800",399,"11,800"
第2163回,09/07(金),571,72,"94,200",596,"15,700",240,"54,900","1,314","7,800",318,"9,400"
第2162回,09/06(木),677,99,"117,600",213,"39,200",131,"78,400",353,"19,600",511,"11,700"
第2161回,09/05(水),626,124,"91,900",258,"30,600",213,"61,200",316,"15,300",702,"9,100"
第2160回,09/04(火),353,150,"94,100",446,"31,300",253,"62,700",441,"15,600",631,"9,400"
第2159回,08/31(金),387,108,"87,900",614,"14,600",253,"51,200","1,438","7,300",520,"8,700"
第2158回,08/30(木),585,160,"73,600",325,"24,500",191,"49,000",470,"12,200","1,188","7,300"
第2157回,08/29(水),678,141,"77,100",512,"12,800",327,"44,900",812,"6,400",807,"7,700"
第2156回,08/28(火),239,94,"95,100",566,"15,800",187,"55,400","1,297","7,900",472,"9,500"
第2155回,08/27(月),494,82,"146,200",269,"48,700",154,"97,400",372,"24,300",479,"14,600"
第2154回,08/24(金),830,143,"89,900",590,"14,900",265,"52,400","1,179","7,400",304,"8,900"
第2153回,08/23(木),152,91,"95,400",627,"15,900",173,"55,600","1,467","7,900",384,"9,500"
第2152回,08/22(水),730,90,"114,600",408,"19,100",161,"66,800",878,"9,500",358,"11,400"
第2151回,08/21(火),912,120,"83,000",621,"13,800",238,"48,400","1,284","6,900",409,"8,300"
第2150回,08/20(月),975,89,"125,300",517,"20,800",167,"73,000","1,026","10,400",722,"12,500"
第2149回,08/17(金),703,145,"79,600",487,"13,200",362,"46,400",969,"6,600",396,"7,900"
第2148回,08/16(木),822,138,"85,500",274,"28,500",228,"57,000",323,"14,200",510,"8,500"
第2147回,08/15(水),478,101,"82,900",536,"13,800",228,"48,300","1,051","6,900",654,"8,200"
第2146回,08/14(火),35,100,"107,500",376,"17,900",120,"62,700",762,"8,900",385,"10,700"
第2145回,08/13(月),700,53,"157,400",167,"52,400",133,"104,900",261,"26,200",573,"15,700"
第2144回,08/10(金),189,208,"41,100","1,246","6,800",636,"23,900","2,533","3,400",515,"4,100"
第2143回,08/09(木),987,106,"73,600",747,"12,200",274,"42,900","1,510","6,100",345,"7,300"
第2142回,08/08(水),112,124,"85,700",296,"28,500",232,"57,100",406,"14,200",364,"8,500"
第2141回,08/07(火),81,66,"123,100",513,"20,500",119,"71,800","1,027","10,200",378,"12,300"
第2140回,08/06(月),318,224,"68,100",887,"11,300",397,"39,700","1,720","5,600",533,"6,800"
第2139回,08/03(金),509,141,"79,300",554,"13,200",329,"46,200",990,"6,600",702,"7,900"
